Sequence	KO
Cyberlindnera_mrakii_34978_x_lcl_NODE_2_length_726406_cov_11.9842_ID_3_42183_43142_lcl_NODE_2_length_726406_cov_11.9842_ID_3_42183_43142_ORF3214_NODE_2_length_726406_cov_11.9842_ID_3_42182_43141	NA
Cyberlindnera_petersonii_35325_x_lcl_NODE_3_length_431969_cov_17.8048_ID_21979_c55082_54117_lcl_NODE_3_length_431969_cov_17.8048_ID_21979_c55082_54117_ORF3564_NODE_3_length_431969_cov_17.8048_ID_21979_55081_54116	NA
Cyberlindnera_saturnus_35686_x_lcl_flattened_line_0_1027526_1028434_lcl_flattened_line_0_1027526_1028434_ORF4813_flattened_line_0_1027525_1028433	NA
Cyberlindnera_saturnus_35686_x_lcl_flattened_line_8_363733_364641_lcl_flattened_line_8_363733_364641_ORF785_flattened_line_8_363732_364640	NA
Cyberlindnera_saturnus_35686_x_lcl_flattened_line_8_c169081_168173_lcl_flattened_line_8_c169081_168173_ORF4209_flattened_line_8_169080_168172	NA
Cyberlindnera_suaveolens_35687_x_lcl_NODE_11_length_255631_cov_16.2989_ID_11448_c107913_106876_lcl_NODE_11_length_255631_cov_16.2989_ID_11448_c107913_106876_ORF2546_NODE_11_length_255631_cov_16.2989_ID_11448_107912_106875	NA
Cyberlindnera_suaveolens_35687_x_lcl_NODE_148_length_5684_cov_16.1321_ID_13447_4828_5139_lcl_NODE_148_length_5684_cov_16.1321_ID_13447_4828_5139_ORF15_NODE_148_length_5684_cov_16.1321_ID_13447_4827_5138	NA
Cyberlindnera_suaveolens_35687_x_lcl_NODE_3_length_405505_cov_16.6761_ID_5022_c255187_254132_lcl_NODE_3_length_405505_cov_16.6761_ID_5022_c255187_254132_ORF2948_NODE_3_length_405505_cov_16.6761_ID_5022_255186_254131	NA
Cyberlindnera_xylosilytica_35688_x_lcl_flattened_line_0_189537_190559_lcl_flattened_line_0_189537_190559_ORF3058_flattened_line_0_189536_190558	NA
Cyberlindnera_xylosilytica_35688_x_lcl_flattened_line_24_188567_189235_lcl_flattened_line_24_188567_189235_ORF1183_flattened_line_24_188566_189234	NA
Danielozyma_ontarioensis_34973_x_lcl_NODE_2_length_1306286_cov_31.9871_ID_3_c1116104_1115142_lcl_NODE_2_length_1306286_cov_31.9871_ID_3_c1116104_1115142_ORF8955_NODE_2_length_1306286_cov_31.9871_ID_3_1116103_1115141	NA
Danielozyma_ontarioensis_34973_x_lcl_NODE_2_length_1306286_cov_31.9871_ID_3_c1117238_1116216_lcl_NODE_2_length_1306286_cov_31.9871_ID_3_c1117238_1116216_ORF8953_NODE_2_length_1306286_cov_31.9871_ID_3_1117237_1116215	NA
Deakozyma_indianensis_34974_x_lcl_NODE_16_length_290319_cov_24.671_ID_31_36034_36960_lcl_NODE_16_length_290319_cov_24.671_ID_31_36034_36960_ORF90_NODE_16_length_290319_cov_24.671_ID_31_36033_36959	NA
Debaryomyces_fabryi_41829_x_lcl_NODE_7_length_751370_cov_14.0062_ID_3727_c517880_516945_lcl_NODE_7_length_751370_cov_14.0062_ID_3727_c517880_516945_ORF4153_NODE_7_length_751370_cov_14.0062_ID_3727_517879_516944	NA
Debaryomyces_hansenii_x_lcl_Deha2F_c2078279_2077338_lcl_Deha2F_c2078279_2077338_ORF15802_Deha2F_2078278_2077337	NA
Debaryomyces_maramus_41713_x_lcl_NODE_1_length_1879612_cov_25.5025_ID_1371_230449_231273_lcl_NODE_1_length_1879612_cov_25.5025_ID_1371_230449_231273_ORF390_NODE_1_length_1879612_cov_25.5025_ID_1371_230448_231272	NA
Debaryomyces_maramus_41713_x_lcl_NODE_1_length_1879612_cov_25.5025_ID_1371_33100_34044_lcl_NODE_1_length_1879612_cov_25.5025_ID_1371_33100_34044_ORF66_NODE_1_length_1879612_cov_25.5025_ID_1371_33099_34043	NA
Debaryomyces_nepalensis_41693_x_lcl_NODE_4_length_882405_cov_13.2916_ID_4850_189184_190107_lcl_NODE_4_length_882405_cov_13.2916_ID_4850_189184_190107_ORF339_NODE_4_length_882405_cov_13.2916_ID_4850_189183_190106	NA
Debaryomyces_prosopidis_41678_x_lcl_flattened_line_37_205200_206153_lcl_flattened_line_37_205200_206153_ORF1269_flattened_line_37_205199_206152	NA
Debaryomyces_subglobosus_41824_x_lcl_NODE_4_length_857964_cov_14.0836_ID_1980_c689401_688466_lcl_NODE_4_length_857964_cov_14.0836_ID_1980_c689401_688466_ORF7270_NODE_4_length_857964_cov_14.0836_ID_1980_689400_688465	NA
Dekkera_bruxellensis_x_lcl_scaffold_10_168109_168966_lcl_scaffold_10_168109_168966_ORF333_scaffold_10_168108_168965	NA
Dekkera_bruxellensis_x_lcl_scaffold_2_605823_606872_lcl_scaffold_2_605823_606872_ORF8909_scaffold_2_605822_606871	NA
Dekkera_bruxellensis_x_lcl_scaffold_4_311463_312581_lcl_scaffold_4_311463_312581_ORF4436_scaffold_4_311462_312580	NA
Diddensiella_caesifluorescens_34660_x_lcl_NODE_11_length_301523_cov_39.0428_ID_21_121652_122521_lcl_NODE_11_length_301523_cov_39.0428_ID_21_121652_122521_ORF882_NODE_11_length_301523_cov_39.0428_ID_21_121651_122520	NA
Diddensiella_caesifluorescens_34660_x_lcl_NODE_23_length_65531_cov_41.5192_ID_45_14218_15090_lcl_NODE_23_length_65531_cov_41.5192_ID_45_14218_15090_ORF31_NODE_23_length_65531_cov_41.5192_ID_45_14217_15089	NA
Diddensiella_caesifluorescens_34660_x_lcl_NODE_2_length_1415131_cov_38.5823_ID_3_1074061_1074972_lcl_NODE_2_length_1415131_cov_38.5823_ID_3_1074061_1074972_ORF2227_NODE_2_length_1415131_cov_38.5823_ID_3_1074060_1074971	NA
Dipodascus_albidus_34661_x_lcl_flattened_line_251_9699_10598_lcl_flattened_line_251_9699_10598_ORF87_flattened_line_251_9698_10597	NA
Dipodascus_geniculatus_41822_x_lcl_flattened_line_6_c307012_305852_lcl_flattened_line_6_c307012_305852_ORF4543_flattened_line_6_307011_305851	NA
Geotrichum_candidum_x_lcl_CCBN010000006.1_58651_59538_lcl_CCBN010000006.1_58651_59538_ORF112_CCBN010000006.1_58650_59537	NA
Hanseniaspora_clermontiae_34963_x_lcl_flattened_line_124_21439_22377_lcl_flattened_line_124_21439_22377_ORF27_flattened_line_124_21438_22376	NA
Hanseniaspora_clermontiae_34963_x_lcl_flattened_line_38_58415_59371_lcl_flattened_line_38_58415_59371_ORF349_flattened_line_38_58414_59370	NA
Hanseniaspora_osmophila_34957_x_lcl_flattened_line_10_176363_177307_lcl_flattened_line_10_176363_177307_ORF984_flattened_line_10_176362_177306	NA
Hanseniaspora_osmophila_34957_x_lcl_flattened_line_10_177735_178784_lcl_flattened_line_10_177735_178784_ORF1520_flattened_line_10_177734_178783	NA
Hanseniaspora_osmophila_34957_x_lcl_flattened_line_10_c105741_104692_lcl_flattened_line_10_c105741_104692_ORF2640_flattened_line_10_105740_104691	NA
Hanseniaspora_osmophila_34957_x_lcl_flattened_line_10_c107113_106169_lcl_flattened_line_10_c107113_106169_ORF2075_flattened_line_10_107112_106168	NA
Hanseniaspora_pseudoguilliermondii_35695_x_lcl_flattened_line_0_171983_172939_lcl_flattened_line_0_171983_172939_ORF1463_flattened_line_0_171982_172938	NA
Hanseniaspora_pseudoguilliermondii_35695_x_lcl_flattened_line_12_c232054_231095_lcl_flattened_line_12_c232054_231095_ORF2230_flattened_line_12_232053_231094	NA
Hanseniaspora_singularis_35696_x_lcl_flattened_line_112_46309_47256_lcl_flattened_line_112_46309_47256_ORF54_flattened_line_112_46308_47255	NA
Hanseniaspora_singularis_35696_x_lcl_flattened_line_421_321_1280_lcl_flattened_line_421_321_1280_ORF4_flattened_line_421_320_1279	NA
Hanseniaspora_uvarum_x_lcl_APLS01000002.1_c139041_138082_lcl_APLS01000002.1_c139041_138082_ORF5183_APLS01000002.1_139040_138081	NA
Hanseniaspora_uvarum_x_lcl_APLS01000003.1_c505394_504438_lcl_APLS01000003.1_c505394_504438_ORF4573_APLS01000003.1_505393_504437	NA
Hanseniaspora_valbyensis_x_lcl_scaffold_5_56703_57656_lcl_scaffold_5_56703_57656_ORF1147_scaffold_5_56702_57655	NA
Hanseniaspora_valbyensis_x_lcl_scaffold_641_569_1528_lcl_scaffold_641_569_1528_ORF2_scaffold_641_568_1527	NA
Hanseniaspora_vinae_x_lcl_JFAV02000115.1_27827_28771_lcl_JFAV02000115.1_27827_28771_ORF139_JFAV02000115.1_27826_28770	NA
Hanseniaspora_vinae_x_lcl_JFAV02000115.1_29129_30073_lcl_JFAV02000115.1_29129_30073_ORF141_JFAV02000115.1_29128_30072	NA
Hyphopichia_burtonii_x_lcl_scaffold_9_c180425_179481_lcl_scaffold_9_c180425_179481_ORF5331_scaffold_9_180424_179480	NA
Hyphopichia_heimii_35318_x_lcl_NODE_3_length_307707_cov_19.6315_ID_16958_144031_145023_lcl_NODE_3_length_307707_cov_19.6315_ID_16958_144031_145023_ORF292_NODE_3_length_307707_cov_19.6315_ID_16958_144030_145022	NA
Hyphopichia_heimii_35318_x_lcl_NODE_3_length_307707_cov_19.6315_ID_16958_145064_146092_lcl_NODE_3_length_307707_cov_19.6315_ID_16958_145064_146092_ORF856_NODE_3_length_307707_cov_19.6315_ID_16958_145063_146091	NA
Kloeckera_hatyaiensis_35684_x_lcl_flattened_line_12_6789_7745_lcl_flattened_line_12_6789_7745_ORF962_flattened_line_12_6788_7744	NA
Kloeckera_hatyaiensis_35684_x_lcl_flattened_line_72_c10252_9296_lcl_flattened_line_72_c10252_9296_ORF1129_flattened_line_72_10251_9295	NA
Kluyveromyces_aestuarii_34709_x_lcl_NODE_22_length_97324_cov_29.8668_ID_43_33632_34573_lcl_NODE_22_length_97324_cov_29.8668_ID_43_33632_34573_ORF221_NODE_22_length_97324_cov_29.8668_ID_43_33631_34572	NA
Kodamaea_laetipori_34665_x_lcl_NODE_5_length_958524_cov_18.379_ID_9_c263981_263004_lcl_NODE_5_length_958524_cov_18.379_ID_9_c263981_263004_ORF8312_NODE_5_length_958524_cov_18.379_ID_9_263980_263003	NA
Kodamaea_laetipori_34665_x_lcl_NODE_7_length_873225_cov_18.4267_ID_13_c500828_499884_lcl_NODE_7_length_873225_cov_18.4267_ID_13_c500828_499884_ORF7497_NODE_7_length_873225_cov_18.4267_ID_13_500827_499883	NA
Kodamaea_laetipori_34665_x_lcl_NODE_7_length_873225_cov_18.4267_ID_13_c501989_501018_lcl_NODE_7_length_873225_cov_18.4267_ID_13_c501989_501018_ORF7496_NODE_7_length_873225_cov_18.4267_ID_13_501988_501017	NA
Kodamaea_ohmeri_35677_x_lcl_NODE_25_length_181833_cov_18.5809_ID_49_c156116_155100_lcl_NODE_25_length_181833_cov_18.5809_ID_49_c156116_155100_ORF1476_NODE_25_length_181833_cov_18.5809_ID_49_156115_155099	NA
Kodamaea_ohmeri_35677_x_lcl_NODE_25_length_181833_cov_18.5809_ID_49_c157254_156280_lcl_NODE_25_length_181833_cov_18.5809_ID_49_c157254_156280_ORF1109_NODE_25_length_181833_cov_18.5809_ID_49_157253_156279	NA
Kregervanrija_delftensis_35674_x_lcl_NODE_10_length_281918_cov_25.6214_ID_12450_c95284_94310_lcl_NODE_10_length_281918_cov_25.6214_ID_12450_c95284_94310_ORF1911_NODE_10_length_281918_cov_25.6214_ID_12450_95283_94309	NA
Kregervanrija_delftensis_35674_x_lcl_NODE_29_length_145728_cov_24.974_ID_11695_102113_103051_lcl_NODE_29_length_145728_cov_24.974_ID_11695_102113_103051_ORF364_NODE_29_length_145728_cov_24.974_ID_11695_102112_103050	NA
Kregervanrija_delftensis_35674_x_lcl_NODE_9_length_292977_cov_25.1657_ID_10131_47101_48039_lcl_NODE_9_length_292977_cov_25.1657_ID_10131_47101_48039_ORF42_NODE_9_length_292977_cov_25.1657_ID_10131_47100_48038	NA
Kregervanrija_fluxuum_35675_x_lcl_NODE_32_length_131835_cov_39.2395_ID_12605_36408_37382_lcl_NODE_32_length_131835_cov_39.2395_ID_12605_36408_37382_ORF448_NODE_32_length_131835_cov_39.2395_ID_12605_36407_37381	NA
Kregervanrija_fluxuum_35675_x_lcl_NODE_6_length_299385_cov_38.0087_ID_9641_c246026_245088_lcl_NODE_6_length_299385_cov_38.0087_ID_9641_c246026_245088_ORF1909_NODE_6_length_299385_cov_38.0087_ID_9641_246025_245087	NA
Kuraishia_capsulata_x_lcl_HG793130_c1074609_1073626_lcl_HG793130_c1074609_1073626_ORF16238_HG793130_1074608_1073625	NA
Kuraishia_capsulata_x_lcl_HG793130_c778374_777412_lcl_HG793130_c778374_777412_ORF16910_HG793130_778373_777411	NA
Kuraishia_molischiana_34933_x_lcl_NODE_14_length_397692_cov_16.2609_ID_27_c12687_11728_lcl_NODE_14_length_397692_cov_16.2609_ID_27_c12687_11728_ORF3459_NODE_14_length_397692_cov_16.2609_ID_27_12686_11727	NA
Kuraishia_molischiana_34933_x_lcl_NODE_16_length_337578_cov_19.1595_ID_31_c81347_80424_lcl_NODE_16_length_337578_cov_19.1595_ID_31_c81347_80424_ORF3516_NODE_16_length_337578_cov_19.1595_ID_31_81346_80423	NA
Kuraishia_ogatae_34932_x_lcl_NODE_1_length_1514969_cov_12.2952_ID_1_c53902_52850_lcl_NODE_1_length_1514969_cov_12.2952_ID_1_c53902_52850_ORF17080_NODE_1_length_1514969_cov_12.2952_ID_1_53901_52849	NA
Kuraishia_ogatae_34932_x_lcl_NODE_6_length_592426_cov_11.8006_ID_11_10929_11891_lcl_NODE_6_length_592426_cov_11.8006_ID_11_10929_11891_ORF2851_NODE_6_length_592426_cov_11.8006_ID_11_10928_11890	NA
Kurtzmaniella_cleridarum_35667_x_lcl_flattened_line_184_c28154_27180_lcl_flattened_line_184_c28154_27180_ORF350_flattened_line_184_28153_27179	NA
Kurtzmaniella_cleridarum_35667_x_lcl_flattened_line_52_32103_33059_lcl_flattened_line_52_32103_33059_ORF367_flattened_line_52_32102_33058	NA
Kurtzmaniella_cleridarum_35667_x_lcl_flattened_line_52_33433_34383_lcl_flattened_line_52_33433_34383_ORF31_flattened_line_52_33432_34382	NA
Lachancea_cidri_x_lcl_LACI0C_c762064_761063_lcl_LACI0C_c762064_761063_ORF8149_LACI0C_762063_761062	NA
Lachancea_dasiensis_x_lcl_LADA0G_c1519883_1518903_lcl_LADA0G_c1519883_1518903_ORF17121_LADA0G_1519882_1518902	NA
Lachancea_fantastica_x_lcl_LAFA0C_c1067817_1066882_lcl_LAFA0C_c1067817_1066882_ORF7269_LAFA0C_1067816_1066881	NA
Lachancea_fantastica_x_lcl_LAFA0F_c16680_15733_lcl_LAFA0F_c16680_15733_ORF20231_LAFA0F_16679_15732	NA
Lachancea_fermentati_x_lcl_LAFE0F_1453717_1454664_lcl_LAFE0F_1453717_1454664_ORF2941_LAFE0F_1453716_1454663	NA
Lachancea_fermentati_x_lcl_LAFE0F_c1455446_1454898_lcl_LAFE0F_c1455446_1454898_ORF12338_LAFE0F_1455445_1454897	NA
Lachancea_kluyveri_x_lcl_SAKL0F_60935_61888_lcl_SAKL0F_60935_61888_ORF2905_SAKL0F_60934_61887	NA
Lachancea_meyersii_x_lcl_LAME0H_c2024698_2023742_lcl_LAME0H_c2024698_2023742_ORF22804_LAME0H_2024697_2023741	NA
Lachancea_mirantina_x_lcl_LAMI0D_133806_134747_lcl_LAMI0D_133806_134747_ORF5408_LAMI0D_133805_134746	NA
Lachancea_nothofagi_x_lcl_LANO0D_67273_68274_lcl_LANO0D_67273_68274_ORF156_LANO0D_67272_68273	NA
Lachancea_quebecensis_x_lcl_LAQU0S14_c243465_242524_lcl_LAQU0S14_c243465_242524_ORF2253_LAQU0S14_243464_242523	NA
Lachancea_thermotolerans_x_lcl_CU928171_43280_44221_lcl_CU928171_43280_44221_ORF3824_CU928171_43279_44220	NA
Lachancea_waltii_x_lcl_AADM01000165.1_c62285_61341_lcl_AADM01000165.1_c62285_61341_ORF822_AADM01000165.1_62284_61340	NA
Lipomyces_arxii_34754_x_lcl_NODE_13_length_234993_cov_11.5573_ID_25_29135_30085_lcl_NODE_13_length_234993_cov_11.5573_ID_25_29135_30085_ORF604_NODE_13_length_234993_cov_11.5573_ID_25_29134_30084	NA
Lipomyces_doorenjongii_34757_x_lcl_NODE_14_length_308588_cov_40.2987_ID_27_99684_100616_lcl_NODE_14_length_308588_cov_40.2987_ID_27_99684_100616_ORF1549_NODE_14_length_308588_cov_40.2987_ID_27_99683_100615	NA
Lipomyces_japonicus_34758_x_lcl_flattened_line_107_40478_41338_lcl_flattened_line_107_40478_41338_ORF287_flattened_line_107_40477_41337	NA
Lipomyces_kononenkoae_34760_x_lcl_NODE_35_length_169149_cov_20.4619_ID_69_c116340_115267_lcl_NODE_35_length_169149_cov_20.4619_ID_69_c116340_115267_ORF1349_NODE_35_length_169149_cov_20.4619_ID_69_116339_115266	NA
Lipomyces_lipofer_34761_x_lcl_flattened_line_286_1604_2650_lcl_flattened_line_286_1604_2650_ORF99_flattened_line_286_1603_2649	NA
Lipomyces_lipofer_34761_x_lcl_flattened_line_48_c110952_110719_lcl_flattened_line_48_c110952_110719_ORF2063_flattened_line_48_110951_110718	NA
Lipomyces_mesembrius_34749_x_lcl_NODE_8_length_468094_cov_15.2478_ID_15_270092_271042_lcl_NODE_8_length_468094_cov_15.2478_ID_15_270092_271042_ORF1729_NODE_8_length_468094_cov_15.2478_ID_15_270091_271041	NA
Lipomyces_oligophaga_34748_x_lcl_NODE_11_length_459259_cov_25.0738_ID_21_c342469_341510_lcl_NODE_11_length_459259_cov_25.0738_ID_21_c342469_341510_ORF3208_NODE_11_length_459259_cov_25.0738_ID_21_342468_341509	NA
Lipomyces_starkeyi_x_lcl_scaffold_9_c507856_506903_lcl_scaffold_9_c507856_506903_ORF12263_scaffold_9_507855_506902	NA
Lipomyces_suomiensis_34742_x_lcl_NODE_7_length_563888_cov_21.4671_ID_13_279297_280259_lcl_NODE_7_length_563888_cov_21.4671_ID_13_279297_280259_ORF3176_NODE_7_length_563888_cov_21.4671_ID_13_279296_280258	NA
Lodderomyces_elongisporus_x_lcl_NW_001813678.1_c407499_406567_lcl_NW_001813678.1_c407499_406567_ORF5116_NW_001813678.1_407498_406566	NA
Magnusiomyces_tetrasperma_41818_x_lcl_flattened_line_64_7357_8313_lcl_flattened_line_64_7357_8313_ORF15_flattened_line_64_7356_8312	NA
Martiniozyma_abiesophila_34631_x_lcl_NODE_3161_length_1044_cov_13.577_ID_357315_72_1019_lcl_NODE_3161_length_1044_cov_13.577_ID_357315_72_1019_ORF2_NODE_3161_length_1044_cov_13.577_ID_357315_71_1018	NA
Martiniozyma_abiesophila_34631_x_lcl_NODE_3701_length_927_cov_15.0061_ID_357949_c759_1_lcl_NODE_3701_length_927_cov_15.0061_ID_357949_c759_1_ORF5_NODE_3701_length_927_cov_15.0061_ID_357949_758_0	NA
Martiniozyma_abiesophila_34631_x_lcl_NODE_4077_length_856_cov_14.1633_ID_360717_113_856_lcl_NODE_4077_length_856_cov_14.1633_ID_360717_113_856_ORF1_NODE_4077_length_856_cov_14.1633_ID_360717_112_855	NA
Metschnikowia_aberdeeniae_x_lcl_abe_s75_c233624_232464_lcl_abe_s75_c233624_232464_ORF13505_abe_s75_233623_232463	NA
Metschnikowia_arizonensis_x_lcl_ari_s134_64878_65840_lcl_ari_s134_64878_65840_ORF2370_ari_s134_64877_65839	NA
Metschnikowia_bicuspidata_x_lcl_scaffold_3_c2288790_2287810_lcl_scaffold_3_c2288790_2287810_ORF22906_scaffold_3_2288789_2287809	NA
Metschnikowia_borealis_x_lcl_bor+_s480_c112930_111887_lcl_bor+_s480_c112930_111887_ORF1283_bor+_s480_112929_111886	NA
Metschnikowia_bowlesiae_x_lcl_bow_b_s628_456_1418_lcl_bow_b_s628_456_1418_ORF72_bow_b_s628_455_1417	NA
Metschnikowia_cerradonensis_x_lcl_cer_s352_c147373_146303_lcl_cer_s352_c147373_146303_ORF1152_cer_s352_147372_146302	NA
Metschnikowia_continentalis_x_lcl_con+_s726_c147198_146128_lcl_con+_s726_c147198_146128_ORF2413_con+_s726_147197_146127	NA
Metschnikowia_dekortum_x_lcl_dek+_s137_c745133_744171_lcl_dek+_s137_c745133_744171_ORF16147_dek+_s137_745132_744170	NA
Metschnikowia_drakensbergensis_x_lcl_draA_s79_808239_809201_lcl_draA_s79_808239_809201_ORF6357_draA_s79_808238_809200	NA
Metschnikowia_hamakuensis_x_lcl_ham_s482_c143782_142823_lcl_ham_s482_c143782_142823_ORF7253_ham_s482_143781_142822	NA
Metschnikowia_hawaiiensis_x_lcl_haw_s20_c132883_131816_lcl_haw_s20_c132883_131816_ORF2118_haw_s20_132882_131815	NA
Metschnikowia_hibisci_x_lcl_hib+_s71_c929864_928695_lcl_hib+_s71_c929864_928695_ORF23137_hib+_s71_929863_928694	NA
Metschnikowia_ipomoeae_x_lcl_ipo+_s169_c138487_137417_lcl_ipo+_s169_c138487_137417_ORF1738_ipo+_s169_138486_137416	NA
Metschnikowia_kamakouana_x_lcl_kam+_s16_c976950_975841_lcl_kam+_s16_c976950_975841_ORF16284_kam+_s16_976949_975840	NA
Metschnikowia_kipukae_x_lcl_kipT_s8_1029787_1030800_lcl_kipT_s8_1029787_1030800_ORF2238_kipT_s8_1029786_1030799	NA
Metschnikowia_lockheadii_x_lcl_loc_s244_207159_208121_lcl_loc_s244_207159_208121_ORF2605_loc_s244_207158_208120	NA
Metschnikowia_matae_maris_x_lcl_mar_s19_c128379_127417_lcl_mar_s19_c128379_127417_ORF1369_mar_s19_128378_127416	NA
Metschnikowia_matae_x_lcl_mat_s606_20650_21612_lcl_mat_s606_20650_21612_ORF36_mat_s606_20649_21611	NA
Metschnikowia_mauinuiana_x_lcl_mau+_s165_177384_178469_lcl_mau+_s165_177384_178469_ORF1567_mau+_s165_177383_178468	NA
Metschnikowia_proteae_x_lcl_proT_s97_18710_19672_lcl_proT_s97_18710_19672_ORF553_proT_s97_18709_19671	NA
Metschnikowia_santaceciliae_x_lcl_sce+_s45_520315_521385_lcl_sce+_s45_520315_521385_ORF1051_sce+_s45_520314_521384	NA
Metschnikowia_shivogae_x_lcl_shi+_s51_480211_481239_lcl_shi+_s51_480211_481239_ORF1056_shi+_s51_480210_481238	NA
Metschnikowia_similis_x_lcl_sim_s298_92186_93301_lcl_sim_s298_92186_93301_ORF375_sim_s298_92185_93300	NA
Meyerozyma_caribbica_35662_x_lcl_NODE_9_length_596901_cov_18.4558_ID_1197_192133_193074_lcl_NODE_9_length_596901_cov_18.4558_ID_1197_192133_193074_ORF452_NODE_9_length_596901_cov_18.4558_ID_1197_192132_193073	NA
Meyerozyma_guilliermondii_x_lcl_NW_001809800.1_c1846842_1845847_lcl_NW_001809800.1_c1846842_1845847_ORF14157_NW_001809800.1_1846841_1845846	NA
Middelhovenomyces_tepae_35665_x_lcl_NODE_3_length_1219547_cov_23.6558_ID_2013_c1103153_1102137_lcl_NODE_3_length_1219547_cov_23.6558_ID_2013_c1103153_1102137_ORF7396_NODE_3_length_1219547_cov_23.6558_ID_2013_1103152_1102136	NA
Middelhovenomyces_tepae_35665_x_lcl_NODE_7_length_1040589_cov_22.9083_ID_1654_c193187_192231_lcl_NODE_7_length_1040589_cov_22.9083_ID_1654_c193187_192231_ORF9724_NODE_7_length_1040589_cov_22.9083_ID_1654_193186_192230	NA
Millerozyma_acaciae_x_gi_1002316184_dbj_BCKO01000005.1_214096_215067_gi_1002316184_dbj_BCKO01000005.1_214096_215067_ORF400_1002316184_214095_215066	NA
Millerozyma_acaciae_x_gi_1002316184_dbj_BCKO01000005.1_215278_216198_gi_1002316184_dbj_BCKO01000005.1_215278_216198_ORF401_1002316184_215277_216197	NA
Nadsonia_fulvescens_34635_x_lcl_flattened_line_2_194392_195330_lcl_flattened_line_2_194392_195330_ORF328_flattened_line_2_194391_195329	NA
Nadsonia_fulvescens_var_elongata_x_lcl_scaffold_2_c1015864_1014926_lcl_scaffold_2_c1015864_1014926_ORF15506_scaffold_2_1015863_1014925	NA
Nakazawaea_holstii_34918_x_lcl_flattened_line_28_151687_152616_lcl_flattened_line_28_151687_152616_ORF259_flattened_line_28_151686_152615	NA
Nakazawaea_holstii_34918_x_lcl_flattened_line_76_c74044_73073_lcl_flattened_line_76_c74044_73073_ORF638_flattened_line_76_74043_73072	NA
Nakazawaea_peltata_x_gi_1002316192_dbj_BCGQ01000009.1_331464_332621_gi_1002316192_dbj_BCGQ01000009.1_331464_332621_ORF2769_1002316192_331463_332620	NA
Nakazawaea_peltata_x_gi_1002316200_dbj_BCGQ01000001.1_c347142_346171_gi_1002316200_dbj_BCGQ01000001.1_c347142_346171_ORF26441_1002316200_347141_346170	NA
Ogataea_glucozyma_34897_x_lcl_flattened_line_66_c6767_5838_lcl_flattened_line_66_c6767_5838_ORF1207_flattened_line_66_6766_5837	NA
Ogataea_glucozyma_34897_x_lcl_flattened_line_78_33082_33891_lcl_flattened_line_78_33082_33891_ORF63_flattened_line_78_33081_33890	NA
Ogataea_henricii_26124_x_lcl_flattened_line_0_c696908_695976_lcl_flattened_line_0_c696908_695976_ORF5385_flattened_line_0_696907_695975	NA
Ogataea_henricii_26124_x_lcl_flattened_line_44_c160257_159448_lcl_flattened_line_44_c160257_159448_ORF1843_flattened_line_44_160256_159447	NA
Ogataea_kodamae_34899_x_lcl_NODE_4_length_594317_cov_21.076_ID_7_c454207_453275_lcl_NODE_4_length_594317_cov_21.076_ID_7_c454207_453275_ORF5331_NODE_4_length_594317_cov_21.076_ID_7_454206_453274	NA
Ogataea_methanolica_x_gi_1002316336_dbj_BCKW01000001.1_c574375_573443_gi_1002316336_dbj_BCKW01000001.1_c574375_573443_ORF31675_1002316336_574374_573442	NA
Ogataea_methylivora_34901_x_lcl_flattened_line_8_114090_115022_lcl_flattened_line_8_114090_115022_ORF1344_flattened_line_8_114089_115021	NA
Ogataea_methylivora_34901_x_lcl_flattened_line_8_72025_72615_lcl_flattened_line_8_72025_72615_ORF103_flattened_line_8_72024_72614	NA
Ogataea_minuta_34902_x_lcl_NODE_1_length_1541352_cov_40.0978_ID_1_c808362_807421_lcl_NODE_1_length_1541352_cov_40.0978_ID_1_c808362_807421_ORF11498_NODE_1_length_1541352_cov_40.0978_ID_1_808361_807420	NA
Ogataea_naganishii_34903_x_lcl_NODE_5_length_775831_cov_75.5812_ID_9_c208733_207777_lcl_NODE_5_length_775831_cov_75.5812_ID_9_c208733_207777_ORF9049_NODE_5_length_775831_cov_75.5812_ID_9_208732_207776	NA
Ogataea_nitratoaversa_34636_x_lcl_flattened_line_54_c169813_168965_lcl_flattened_line_54_c169813_168965_ORF1515_flattened_line_54_169812_168964	NA
Ogataea_nonfermentans_34904_x_lcl_flattened_line_0_741750_742691_lcl_flattened_line_0_741750_742691_ORF15076_flattened_line_0_741749_742690	NA
Ogataea_nonfermentans_34904_x_lcl_flattened_line_0_c2475790_2474849_lcl_flattened_line_0_c2475790_2474849_ORF35417_flattened_line_0_2475789_2474848	NA
Ogataea_parapolymorpha_x_lcl_NC_027860.1_730863_731807_lcl_NC_027860.1_730863_731807_ORF8219_NC_027860.1_730862_731806	NA
Ogataea_philodendra_34893_x_lcl_NODE_20_length_141134_cov_67.3989_ID_39_139873_140853_lcl_NODE_20_length_141134_cov_67.3989_ID_39_139873_140853_ORF305_NODE_20_length_141134_cov_67.3989_ID_39_139872_140852	NA
Ogataea_pilisensis_34892_x_lcl_NODE_1_length_513538_cov_14.8722_ID_1_340734_341570_lcl_NODE_1_length_513538_cov_14.8722_ID_1_340734_341570_ORF2329_NODE_1_length_513538_cov_14.8722_ID_1_340733_341569	NA
